d03bd02af9fff4b98f1c972315e5e9ef,1800,40,10,30
603751cec205d947f27ef1ab32b7fb26,700,20,20,20
dd1b2eb34840957a13204dd3dbc588bd,175,30,20,25
1ffe0f57d9bad302d252f7df6d6d29fc,1700,34,18,16
d696750e550fd0f733979dd7e5dff921,950,53,5,13
07c055536ebf10dfbb6c6db6dbfc36e5,600,30,3,20
daa7499d1e545811c843e8189cd30286,250,16,2,11
2de5c479fb0c490a0f2a2f3ab36e71b6,1050,22,21,16
ebe8bbf509715e46f138ac98b1cbb12e,383,17,14,16
368c6c730842d78016ad823897a372db,1650,30,22,30
d60c79092c4d9018a9e4f08f24b7a280,300,20,30,20
81227b918dc751995a7301b5f38437b8,750,27,12,27
d3c044bd42d84a79e3b0c42662806a48,150,16,16,11
4eba76ab901d06e619d8d7ac69b3579a,517,25,26,26
211293b50935ced8d4370f552c482d74,226,18,16,16
685919d3ededc26c0ec078b32241025a,6850,48,25,34
54d2c5fad57672a4137d94c034827a13,1100,91,13,11
ba4d4408f422ce8b42de69cbf879f5f9,300,21,10,15
868b3136c5b206f91b8208fbfdf2cb7c,800,45,10,34
79ad39409fa4bcc36b4b7f734c79c2a2,200,20,10,20
391f848f4bc78479c9370a65a94f1d7f,2850,35,25,30
cc355167431c600415628883f63f9da5,300,16,11,12
58c975d8b74f2c5a520b580f46456cf5,100,17,3,12
e0cf79767c5b016251fe139915c59a26,250,16,5,15
f5068d43799fc3243cf62b290d885d3e,400,16,6,21
99a4788cb24856965c36a24e339b6058,1383,50,10,40
c69da983317ecee971f64fc8202c959a,200,33,4,27
8aba3ad68202f2aeee71c889cb67c9a9,1750,53,4,43
994e65eb77f3501f497e7fd860b0ea9e,1000,33,14,14
f72f94500a6463e91cc9ad3a4fa04234,275,18,18,30
f109f04ad95889f2f041a91afe3d894e,2033,22,12,17
ebee6703e867082f455a058a8bd04092,200,25,5,15
156687e7a24c248ccf007521b1b49857,1650,36,19,43
b248cbdf748a977cdf76991dd59fc429,150,16,7,11
af3ec22cce878225aae6d9eb6c7a78eb,1600,40,24,30
3258acb04d37e2f91f76c9250f3b80a0,200,22,3,15
332842d24e84234cd91299a225de76ab,1750,50,6,19
c5fff00bf5f821911d676badbb286675,1550,35,9,36
64315bd8c0c47303179dd2e25b579d00,4267,46,39,22
b60704f84087891432bf27f3dd5fd003,7500,60,20,50
21fd3b391a97c2fedab9d0efdd183a93,2650,53,15,13
4ac50dbde931c0a5ed8c33d3dc047351,600,28,11,26
3f7b6fe5f870dc2ab126236c8f70e214,150,16,5,11
44a34214a57dc373dcd80f54c919d006,350,67,15,15
3fc00af0f0a8d4ac2933d3900416c977,2000,20,10,20
ff9fa77f938462abd16b53c0d934099f,300,21,19,19
d189fbf8b5d79a670cebcaaad68d77b2,3000,30,10,30
f4685661dba7a38783007afb3e5fe8ac,400,29,18,17
23365beed316535b4105bd800c46670e,350,19,4,11
08ba0b9a5d17ce718c503eee72338e98,250,16,13,13
bfddb6c856f2b1dc2c2aee34842c31b6,5150,40,30,30
081c9dacbe5aed5910bef759117070a5,450,45,15,35
329851bd191cfd30470ffd5aa5457c23,500,47,10,31
87e24fe285640cc6f3d7580f673ee507,5875,19,17,18
15f4274d2a06f9da4e476ad9bb5c80b9,1000,20,45,35
cadb69af336c16aba5c5223599821245,200,25,7,16
29427de7f8a9ee983d9dbc51cec569b4,4475,44,24,31
9df2b21ec85378d71df4404712e17478,750,21,23,35
1d33febb6ca114fb1b9490005ee49de6,8917,36,27,50
4713819035a9ef628d084f8ff4fa71f2,200,22,3,15
e03102efbc2229024c89be731f0aedcb,750,101,15,15
a77e013f372e02ec1490a7018244acce,400,16,14,12
dcb7642f668e09b75d526454940124b9,200,19,4,11
ed5f0d58e27cf65a07283c251747936f,350,18,18,21
4cae700683e540b8fe2cea0ab7e75037,350,19,7,15
a45af86c4a7948f5fabbb5b0132475cd,300,40,5,40
cae7248e9bdfda82584faea19dbf793f,300,16,2,11
429e7401fafb76436f15e86498bd7364,2500,41,8,36
114cf6e338f90a48f7fae837c70e8325,2400,37,30,20
9e0bbeed8f6cb9acb9809733f155800b,800,16,10,16
5cd47d379b62715339c690e8ffe65df4,400,16,11,12
2820a0ee65a765e5dbb7ef1da30d2f4f,1525,27,23,24
7329db39e452f3fa1b4f8285055a8e36,350,20,20,20
6603a1f90a028304a932b64612e2a39b,16200,28,35,50
ffbe3df3856b1fef3fee8f1264105a89,250,16,11,15
4debd977b5bc245487ec61b7961b16e3,650,19,3,11
c53feca3e876804031ed4a4b48ac8f1e,20550,69,28,56
ba9f160a6ae1c23f25d690fd06fe4fd8,7050,20,62,35
b1688f579e9213539ee21cf15ac4382a,250,17,4,12
a703f5ade6e4fae527357132230ea778,225,45,10,14
437c05a395e9e47f9762e677a7068ce7,1110,19,11,18
9da0bebb7f9168679e748abbfad05edd,450,40,4,30
41db6d8062fcd38410c699743ccc0265,125,19,5,11
bae1013381fa74d68d18c89d313f97eb,300,20,5,48
fa23bf270fb9880690b07d09b9f9ff20,800,50,15,25
dcbdf52239601eca861bf0d1aa598fab,185,24,7,16
e4d325bd1eea550509bdbbc5c3301fc1,525,16,16,18
286ae430a4ebbf9a6048a42f362fa322,750,23,2,20
f89d2b130b571d24532514dca6fee2a8,150,25,7,16
4231002e80d2a25aed31d65b4b91f479,800,50,5,50
a237de12bdf0bfe4fe220bae65a89731,1250,60,12,12
a32a25c59034cb4c034031798e2fba85,500,30,5,23
dc3665bc3584a881a2462a1efbc71107,800,50,7,38
8bd4145633bb6d4e5ae091577f6b8dce,7975,44,16,53
e5da60b217874889dd4becf29412d793,100,19,3,11
84183944dc7cddca87a5d384452c1d3c,150,16,2,11
cf28a2b7bc92809a0574cf07772c88c4,250,20,2,15
5a21ffb33906d29b4ad9edf60f6f1b2e,1850,30,30,30
