33885dadbb5e1363adbab24fb29256c0,048beca6ccda094fb80bbc704d7c493d,4,5/9/2017 0:00
c740c68f3e2854748fbc190434925e16,058ac520863d0c0d57e3cf920de368d4,5,6/6/2018 0:00
f72dc5627bd78fb840c136295ae345f5,07f6c3baf9ac86865b60f640c4f923c6,1,3/25/2018 0:00
fab6aa1b4c382a27ae8625faa342c229,0ab7fb08086d4af9141453c91878ed7a,4,4/14/2018 0:00
32b5d92aea4dfceb653539959c02396f,0d8e03520c1b877edaf5ef24f7abb5cb,5,6/12/2018 0:00
901bca3d318d8b738e31ae94132f1c17,0dbcaa88e213607d3795e96eda505c73,5,7/8/2018 0:00
3284123fab006f841f03fe35b9ad7f04,0fcddd81b836920211d255a9bd25ae50,5,10/31/2017 0:00
29c6acc0a40a4270b82cc766f6458047,11c8a3b7adc8c5c3f5ae4f0257c5e953,5,10/20/2017 0:00
e72cfaf74b8d294957e557aeb8547931,17a9050c446ea78f7108b7a5515aa438,5,6/13/2017 0:00
680cceb79d756ba137bddf4aa071572e,1839b1db32d5ea90a7fc3ca19bdd16ad,4,12/2/2017 0:00
e76691b5b361d24a2ce3a7d5beae25c9,1bd518c15ee16570e9b8c8e29fde9ab6,5,8/8/2018 0:00
0435be20ac550ab003076456797abb65,1f7c1b144b5b6d0a4339bd2e7ce499ac,4,3/13/2018 0:00
71331bdbd621d68216e135532172a242,20b93906f0b1d44ad5e6c166ab370ba7,5,4/14/2017 0:00
56647f8fbe7430f42719c0510d99e636,21a00b08cbeb5716bbb66105e3dbd850,1,8/25/2018 0:00
5cb9e34468bf4ad65598dd4108ac2b75,2346e1104a4b18a23e6dc6a87c2d1b8c,5,9/15/2017 0:00
e18443b78ee9f058912366f8a01c397a,246161390a20f964881feeaeea896671,5,2/7/2018 0:00
67a928858fe0b837e9e374ff33d84c1e,263ba12390d0fbce329dd16da8cd20f8,4,6/23/2018 0:00
869696516d580a0871642308af4301f2,2927b6be262c5528b8135e5d330c00f9,4,6/5/2018 0:00
238e7cc8c4579a3d4db8f2a211db5b06,316a104623542e4d75189bb372bc5f8d,5,3/7/2017 0:00
e67055ff2d90cdc3299b6af2d5dfa231,333d224f4b2d2604e6cfd777af5270d2,5,3/1/2018 0:00
e2b6f30b9c45cf84b965172279b14bac,378d1ac3d8e22dd46990757398ae8500,4,8/11/2018 0:00
dbc518e2873392698db626985657a407,393654d81daf611630ac2068a7c9b12b,5,11/8/2017 0:00
91a1eb80de44784abc44eda404a79130,3cf2ae4128b7627b6d9dacd45887cba7,4,3/9/2018 0:00
88d494bbbff85951dbfb1bfbec927349,3ea8ef64da06a959e384edb7cb824c02,4,6/13/2017 0:00
15c9136f43468a8428316d9871eaf14d,3ea8ef64da06a959e384edb7cb824c02,4,6/6/2017 0:00
dca740d6b8869a20d8e4c99996ae12bf,3ecc3564cd9c6190ef2a103f37351bb9,5,1/11/2018 0:00
36952158d7ad556c68e60516f6160dfa,40e61df3e13139ca0731f9f2d68732b5,5,6/15/2018 0:00
f05892c90c349c0dd8e480a9302368e2,41a75aec932b24ba50e98ba8b50b625d,2,3/14/2018 0:00
554e780c4f4a091b9449f31b3b3d4b22,47dc3a1de5a0aec4323cdade0588655c,1,2/2/2018 0:00
f1ed520a31ec2b35f273c0586d08f2b5,4d6f99dd1c15b51cdaf72f7b14223d26,5,4/10/2018 0:00
92b74b743c6f5abe4d160efac70259af,4ed7a5d31f58c9c3b20a61e3927db6d9,5,5/13/2018 0:00
738aa141bc5bba253b3899ac1703650b,52cfb42088bb202a56a77b48a3051baa,5,3/14/2017 0:00
ff92e001aeb2af2a5324edef13cffa30,53622f13efcb7f159787ccafac6626cb,5,6/27/2018 0:00
b6ff098401ec84fd6cecf46f4eb9c124,5476692f5bd7809bea1c3e1b737f9246,5,1/27/2018 0:00
20170c6a359982a3796022dce350e4bc,567cb4e829743d8cc4dd3dc72b6d7136,2,6/9/2018 0:00
17b63eef8b87d8d873b698eaffca2ff2,574fb93317faefb9a2dc2e9facef54bd,4,5/1/2018 0:00
c3a9be1f602ecba1c7bdff5639c975fe,5825ce2e88d5346438686b0bba99e5ee,5,9/14/2017 0:00
fd7b41b795fa4d9ff97b10984b2c799e,5c11e238c0563cab5491de26eb68f99a,4,3/24/2018 0:00
65645c124061b43b2edc38b05ee76aab,5f79b5b0931d63f1a42989eb65b9da6e,1,11/29/2017 0:00
08fbc831aeaed1ebc48da757ac69352e,604970dd9342c16efde4207c42f38f2d,4,6/23/2017 0:00
5e45448c66b9c664006ea6829360b9ac,63d8235747e25f4b65895e91ff64d778,4,4/21/2018 0:00
9fc1ef2d9eef8c641861596d9a9268e7,68fb895df51e234a55fbf5c30c873fd2,5,4/26/2018 0:00
066c43070164798d957be252620f5fbe,6bf735a4c4886608f57fda916dfa6225,5,2/1/2018 0:00
4a5c9ae53c5b755c0cbbdd8d8e6261ee,7182e129d91eb324a925d8f1f8221d88,5,10/14/2017 0:00
b26afa1bf40c76bc4f3e14a5054688ec,71db292c69a2bff7186b705046336c61,5,12/7/2017 0:00
a8cee4ce63672b52e482b70236244484,728416b0db65935dbf78a0cc03e8d6f8,1,2/22/2018 0:00
da79809b6e0b3245998cb8311a683c29,7509d9e6878341d7b8d48945529c94e3,5,4/25/2018 0:00
1ea2be10349982d547e96f3144afe5d0,79ec7fcffa4121dbb55b945aee306e12,1,2/7/2018 0:00
6ef93a678e565b8136177a7d8639e8d8,7ad292313f72d59700c72169ba543021,5,10/4/2017 0:00
d2c096147a2da493211ada11527ef085,7afca88a125dd0c2b912bbf82c0496a4,1,12/7/2017 0:00
b8fab172a4c5588e3a435f451e4c911f,7e47dbecc85ae7f45a4645b97b180157,2,11/18/2017 0:00
6c035933a41f17dca6d63bd5ff03291f,8603de8fb5551ed7faf81d2a31b8bf0e,1,7/7/2017 0:00
902afe191efb67101544ed844186598a,86be4ae55b020c490fa71d3a9d9af442,5,12/3/2017 0:00
566976f5a2e1db811f023fbbfd1906c0,87500eb4c129524a989447f3fb4d5c8d,1,3/8/2018 0:00
494c3989426b2271e20bbac41e6acf96,8c3d752c5c02227878fae49aeaddbfd7,5,12/27/2017 0:00
3b09531cde6a6c6dbce355d0fa1fda8a,8f90bd287474f07e918f11e649848539,3,10/10/2017 0:00
c2c57c4d9905458ef927a03a36733a17,92b678b4a340519864bc48f15ec27285,5,4/6/2018 0:00
169b01392f191495057e1f2b4ddc9d0f,92c15142e314731cebdb5b1cd25962ac,5,1/21/2018 0:00
a3da1aa1e35c62452bf92d36872d015a,93dbea6be0ad39924a14fe9360679560,4,2/22/2018 0:00
8ca588fea077eefd77e44c2b90cd0b20,96c833757e09a989bb5c13d0470d7f2a,4,5/3/2018 0:00
a2d701723b00c91ff8f28016a0e2ce04,9974509c32cb0fbfa567244ba1c29a64,4,1/20/2018 0:00
f149a8ca142b2324fd2578f67eaacd4b,9b961b894e797f63622137ff7eb1c1af,5,8/21/2018 0:00
b46e09ab43aa0103f24677cd191b1ab7,9bd75a47121bac1956e6b353776128b1,5,5/30/2017 0:00
e5d655fa0cb1aa2f1f12ccb1b6059a43,9f1e6ff8c7baef38bcdfa9b804b4c552,4,5/18/2018 0:00
862cae301754fcafa8129022c8eca937,a44895d095d7e0702b6a162fa2dbeced,4,7/26/2017 0:00
d92b28e1533de65ba31b2d6756a72faf,a45f5764071ee5b932d1f802e18bafcf,5,1/23/2018 0:00
c3bb43fcef194cf11fa37aaae37445b9,a6c173f716aac4c915299b74fb4e0b10,5,6/25/2017 0:00
79bacc382cb9cd8c587b2a0782ce1d18,a9433e2f724570bead3613996a8857f7,5,12/1/2017 0:00
23a421a0ecae4b38f84d1bb11da00d6d,afacb4d50c5827bd19cc5e0c7e3d307e,5,8/25/2018 0:00
d2590cbc4b659df8608652db29ddb6e1,b1e9076d07f0a18048ce3182655825f8,5,8/10/2018 0:00
9fe18983d9ac3ebdd0c2d7ca8630db62,b245a355c20f011bd92122803bd0f5c3,1,9/16/2017 0:00
7db8b450a6d9791cb6ac3bcaf591d79e,b60b122b336eaee3323565272f117bec,3,1/17/2018 0:00
6286461325b33ea3d84b5c3d244cb100,b7daca2d24a93ab9351485e0bdcbb7e6,2,8/1/2018 0:00
283ae035dc60538aa6d786eee8e62d83,bc3e295306ee4d3eba91aca49b0bb539,5,10/17/2017 0:00
f650b8a774ddae992301b52f601b6973,bcdabfbcff6df68926c4176cf4c138c3,4,2/27/2018 0:00
570d7c0751c8fc3d1b64ae8d5e2987fb,c208db5638f7f1cd04d185856852f864,3,3/25/2017 0:00
67c4686d928dcf75d7f59e6030689984,c524e7bd2510f74fed9e94b894472306,5,8/17/2018 0:00
844089431635bd6dbb86faecf17d3bf9,cabfe1219e952ead9a914adde40efc42,5,12/13/2017 0:00
b6143c22244e423f17986e11bc68798f,ccac33950ffc27cb905dbcdfb099494a,1,12/20/2017 0:00
c20a74ca915137c7f0260c2cbfa3f5d4,ccfcc7f58cf5619fc40593dffc299a9f,5,4/5/2018 0:00
0d75b37580942d4a2aa611ba76f76b8f,cd16e890b276ec7a7e2e93ba379339e1,5,4/17/2018 0:00
2bf2913f793ffd3739c41cccfc43c8c5,cd3558a10d854487b4f907e9b326a4fc,1,4/21/2017 0:00
63cf523f1135a87ca583799c7676da95,cd866ebb9aa10bfa70f22d11e82bc4e9,3,7/26/2018 0:00
86bc93ffdabece0dcf7815b9235b2154,cee9b5953fbfa530733f94ddce959a15,3,8/9/2017 0:00
a8e9e483574cfa9e973a7ec23994dfa0,cf4eb4d5203f0c0d14f191c15de0743e,4,8/25/2017 0:00
8dcb849b13b11f9cb744d07828962965,cfde948cbe426f37ac61e0f04215a5f3,4,5/10/2017 0:00
ccd62a844f90f7601ba950bc9bc2e21e,e3d651007ef1548b71b4285ca0f484e4,5,8/19/2018 0:00
95a280b219d7a8061e2625291a7e1b83,e4474c18ee6216f7deac308805b4ef1e,1,1/4/2018 0:00
20fdc8e70b6cbcdf921f139b0460d9e7,e4606fed871d036cbc9acbbd4e3282f1,5,1/11/2018 0:00
a27ed57683bc46af8a91e709ec94f693,e4c77eec895c98ee6919f8d872614ee5,5,5/10/2018 0:00
2fb3b29dfeb69d80249fcefb5af0b278,e531f04ac27aac6bf0cba03986415776,1,5/9/2018 0:00
d746d72474bc26ba95ff0970714aac06,ed6f828ab9f3f7383d3ba2115000bf34,4,5/4/2018 0:00
054e642a55f36a6526538cdadd72c253,ee8dd407e306b0808fd6fddc17ea6f78,5,4/19/2018 0:00
23fa14c02b3f4afe82b700e09558a7d6,f1c678e4d14a34ff56f675634bce6b15,5,2/17/2017 0:00
6e358d5462a9c5a8134fade0f7e7f768,f22420a030f491fdcaabbc5573a9ff39,5,1/21/2018 0:00
d50791ccc55c7f5ff8fde67e7c3baf59,fa906f338cee30a984d0945b3832e431,5,10/3/2017 0:00
17d7cae5878c2319d1ddaeb3f647950c,fa9f5a4655d840e1de98632fa80c98f4,5,5/6/2017 0:00
8bd7e556d74efbd9777c1a0b0136c2b2,fd08c88095ca23b6188a30f0abc679e3,4,12/20/2017 0:00
c73fbcb7c78f23bc776193762cc17ca5,ff767a5901c39fba72b1b8eade30d691,4,2/21/2018 0:00
